service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
16101,0,0,0,0,0,1,1,20190921,20190922
16095,0,0,0,0,1,0,0,20190712,20190802
16096,1,1,1,1,0,0,0,20190805,20190906
15904,0,0,0,0,0,1,0,20190810,20190831
30574,0,0,0,0,0,1,0,20190923,20191005
15875,0,0,0,0,0,1,0,20190713,20190803
16097,1,1,1,1,0,0,0,20190708,20190801
16094,0,0,0,0,1,0,0,20190809,20190823
16106,1,1,1,1,0,1,1,20190708,20190804
30575,0,0,0,0,0,0,1,20190923,20191006
30576,0,0,0,0,1,0,0,20190913,20191004
16105,1,1,1,1,0,0,0,20190805,20190822
15883,0,0,0,1,0,1,1,20190810,20190825
15882,0,0,0,0,0,1,1,20190713,20190804
16103,0,0,0,0,1,0,0,20190712,20190802
15866,0,0,0,0,0,0,1,20190714,20190825
15874,0,0,0,0,0,1,0,20190810,20190824
15915,0,0,0,0,0,0,1,20190714,20190804
15997,1,1,1,1,1,0,0,20190805,20190823
16099,0,0,0,0,0,1,0,20190713,20190803
16098,0,0,0,1,0,0,1,20190811,20190825
16089,1,1,1,1,1,0,0,20190708,20190802
15998,0,0,0,0,0,0,1,20190923,20191006
15993,1,1,1,1,1,0,0,20190708,20190802
16085,1,1,1,1,1,0,0,20190708,20190802
15913,0,0,0,0,0,1,0,20190713,20190803
30577,0,0,0,0,0,1,0,20190923,20191005
16092,1,1,1,1,1,0,0,20190819,20190906
16113,0,0,0,0,0,1,1,20190713,20190804
16088,1,1,1,1,1,0,0,20190909,20191004
16090,1,1,1,1,1,0,0,20190805,20190816
30578,1,1,1,1,0,1,0,20190708,20190803
14147,0,0,0,0,0,1,1,20190803,20190804
16076,0,0,0,0,0,1,1,20190713,20190728
16112,0,0,0,0,0,1,1,20190923,20191006
16162,0,0,0,0,0,1,1,20190810,20190908
15846,0,0,0,0,0,0,1,20190714,20190804
4360,0,0,0,0,0,0,1,20190929,20191006
16123,0,0,0,0,0,0,1,20190811,20190901
16116,0,0,0,1,0,0,1,20190811,20190818
1635,0,0,0,0,0,0,1,20190825,20190901
16154,0,0,0,0,0,0,1,20190923,20191006
16120,0,0,0,0,1,0,0,20190809,20190816
16122,0,0,0,0,1,0,0,20190712,20190802
16132,1,1,1,1,0,1,0,20190819,20190824
16129,1,1,1,1,0,0,0,20190909,20191003
16119,1,1,1,1,0,1,0,20190805,20190817
16124,1,1,1,1,0,1,0,20190708,20190803
16117,0,0,0,0,1,0,0,20190913,20191004
16125,1,1,1,1,1,0,0,20190823,20190906
16115,1,1,1,1,0,0,0,20190909,20191003
16118,0,0,0,0,0,1,0,20190923,20191005
15938,0,0,0,0,0,0,1,20190713,20190811
18768,0,0,0,0,0,0,1,20190713,20190811
15878,1,1,1,1,1,0,0,20190708,20191004
20911,1,1,1,1,1,1,0,20190708,20191005
30579,0,0,0,0,0,0,1,20190714,20190922
30580,1,1,1,1,1,0,0,20190708,20191004
15859,0,0,0,0,0,1,0,20190713,20190824
15858,1,1,1,1,1,0,0,20190708,20190823
15914,0,0,0,0,0,1,1,20190713,20190825
30581,0,0,0,0,0,1,1,20190713,20190922
15861,1,1,1,1,1,1,1,20190708,20190825
15926,0,0,0,0,0,1,1,20190907,20191006
15865,1,1,1,1,1,1,0,20190708,20190824
15909,0,0,0,0,0,0,1,20190908,20191006
20929,0,0,0,0,0,1,1,20190713,20191006
20417,0,0,0,0,0,1,0,20190713,20191005
20947,1,1,1,1,1,1,1,20190708,20191006
15891,1,1,1,1,1,0,1,20190708,20191006
30582,1,1,1,1,1,1,1,20190708,20191006
30583,1,1,1,1,1,1,1,20190708,20191006
30584,0,0,0,0,1,0,0,20190712,20191004
30585,1,1,1,1,1,1,0,20190708,20191005
30586,0,0,0,0,1,0,1,20190712,20191006
30587,1,1,1,1,1,1,1,20190708,20191006
20665,1,1,1,1,1,1,1,20190708,20190728
17580,1,1,1,1,1,0,0,20190909,20190927
20627,1,1,1,1,0,0,1,20190708,20191006
20638,0,0,0,0,1,0,0,20190712,20191004
30588,0,0,0,0,0,1,1,20190909,20191006
30589,0,0,0,0,1,0,0,20190712,20191004
20717,1,1,1,0,0,0,0,20190812,20190823
30590,1,1,1,1,1,1,1,20190819,20191006
30591,1,1,1,1,1,1,0,20190708,20191005
30592,0,0,0,0,0,0,1,20190714,20191006
30593,1,1,1,1,1,1,0,20190708,20191005
30594,0,0,0,0,0,0,1,20190714,20191006
30595,1,1,1,1,1,1,1,20190708,20191006
30596,1,1,1,1,1,1,1,20190708,20191006
5517,0,0,0,0,0,0,1,20190714,20191006
30597,1,1,1,1,1,1,1,20190708,20191006
20483,1,1,1,1,0,0,0,20190708,20190725
7753,0,0,0,0,0,0,1,20190721,20190728
11063,0,0,0,0,0,1,1,20190824,20190825
30598,0,0,0,0,1,0,0,20190906,20191004
20462,0,0,0,0,0,0,1,20190929,20191006
20447,1,1,1,1,0,0,0,20190708,20190829
30599,0,0,0,0,1,0,0,20190906,20191004
30600,1,1,1,1,0,0,0,20190902,20191003
20446,0,0,0,0,1,0,0,20190712,20190830
19937,0,0,0,0,1,0,0,20190712,20190830
30601,1,1,1,1,0,0,0,20190902,20191003
19936,1,1,1,1,0,0,0,20190708,20190829
3389,0,0,0,0,0,0,1,20190714,20190825
19187,0,0,0,0,1,0,0,20190906,20191004
16829,0,0,0,0,0,1,1,20190810,20190811
20463,0,0,0,0,0,1,0,20190928,20191005
20486,1,1,1,1,0,0,0,20190902,20191003
20485,1,1,1,1,0,0,0,20190729,20190829
20531,0,0,0,0,0,1,0,20190928,20191005
30602,1,1,1,1,1,0,0,20190902,20191004
20518,1,1,1,1,1,0,0,20190902,20191004
20517,1,1,1,1,1,0,0,20190708,20190830
16817,0,1,1,1,1,0,0,20190806,20190813
16807,0,1,1,1,1,0,1,20190806,20190813
30603,0,0,0,0,1,0,0,20190906,20191004
20534,0,1,1,1,0,0,0,20190806,20190813
30604,1,1,1,1,0,0,0,20190902,20191003
3077,0,0,0,0,1,1,0,20190809,20190810
20536,1,1,1,1,0,0,0,20190708,20190829
20546,1,1,1,1,1,0,0,20190715,20190728
20532,0,0,0,0,1,0,0,20190712,20190728
16708,0,0,0,0,0,1,1,20190907,20190915
16707,0,0,0,0,0,1,0,20190907,20190914
16524,0,0,0,0,0,0,1,20190908,20190915
18651,0,1,1,1,1,0,0,20190709,20190726
30605,0,0,0,0,0,0,1,20190929,20191006
20456,0,0,0,0,0,0,1,20190721,20190728
30607,0,0,0,0,1,0,0,20190906,20191004
20493,0,0,0,0,1,0,0,20190712,20190802
20495,1,1,1,1,0,0,0,20190819,20190829
20498,0,0,0,0,1,0,0,20190814,20190830
20453,0,0,0,0,0,0,1,20190729,20190811
30608,1,1,1,1,0,0,0,20190902,20191003
20496,1,1,1,1,0,0,0,20190708,20190805
20492,0,1,1,1,0,0,0,20190806,20190808
20505,0,0,1,1,1,1,0,20190814,20190823
30609,1,1,1,1,0,0,0,20190902,20191003
1291,1,1,0,0,0,0,0,20190812,20190813
20503,0,0,0,0,1,0,0,20190712,20190804
30610,0,0,0,0,1,0,0,20190906,20191005
9531,0,0,0,1,0,1,0,20190815,20190817
16919,1,1,1,1,1,0,0,20190813,20190830
20561,0,0,0,0,0,1,0,20190928,20191005
19142,1,1,1,1,1,0,0,20190902,20191004
20525,1,0,0,0,0,0,0,20190708,20190728
20556,1,1,1,1,1,0,0,20190708,20190812
20553,1,1,1,1,1,0,0,20190902,20191004
15855,0,0,0,1,0,1,1,20190815,20190818
15460,0,1,1,1,1,0,0,20190806,20190809
20480,1,1,1,1,1,0,0,20190708,20190805
20478,1,1,1,1,1,0,0,20190814,20190830
20554,1,1,1,1,1,0,0,20190708,20190812
30611,0,0,0,0,0,1,1,20190929,20191006
30612,1,1,1,1,1,0,0,20190902,20191004
15999,0,0,0,0,0,0,1,20190714,20190825
15877,0,0,0,0,0,1,0,20190713,20190824
16049,0,0,0,0,0,1,0,20190923,20191005
16149,0,0,0,0,0,1,0,20190713,20190817
15911,1,1,1,1,1,0,0,20190708,20190823
30613,1,1,1,1,0,0,0,20190909,20191003
16032,1,1,1,1,0,0,0,20190708,20190822
16050,0,0,0,0,1,1,0,20190712,20190824
16033,0,0,0,0,1,0,0,20190712,20190823
16075,0,0,0,0,1,1,0,20190729,20190824
16045,0,0,0,0,0,0,1,20190804,20190825
15870,1,1,1,1,1,0,1,20190708,20190825
16031,1,0,0,0,0,0,0,20190708,20190819
16030,0,1,1,1,1,0,0,20190709,20190823
20633,0,0,0,0,1,0,0,20190913,20191004
30614,0,0,0,0,0,1,1,20190803,20191006
20639,1,1,1,1,1,0,0,20190708,20191004
20634,1,1,1,1,0,0,0,20190722,20190725
20631,0,0,0,0,0,1,0,20190928,20191005
20620,1,1,1,1,1,0,0,20190708,20191004
19986,1,1,1,1,0,0,0,20190909,20190926
20442,1,1,1,1,1,1,1,20190708,20191006
20662,1,1,1,1,1,1,1,20190708,20191006
20588,1,1,1,1,0,0,0,20190715,20190822
30615,1,1,1,1,1,1,1,20190826,20191006
20641,1,1,1,1,1,1,0,20190708,20191005
30616,1,1,1,1,1,0,1,20190708,20191006
20637,1,1,1,1,1,0,0,20190708,20190906
20661,1,1,1,1,0,0,0,20190805,20190808
20642,0,0,0,0,1,0,0,20190906,20191004
20626,1,1,1,1,1,1,0,20190708,20191005
20766,1,1,1,1,0,0,0,20190715,20190728
20764,1,1,1,1,0,0,0,20190708,20190711
19984,0,0,0,0,1,0,0,20190913,20190927
20765,1,1,1,1,0,0,0,20190923,20191003
30617,0,0,0,0,0,0,1,20190929,20191006
20767,1,1,1,1,0,0,0,20190729,20190919
20649,0,0,0,0,0,1,1,20190713,20191006
30618,0,0,0,0,0,1,1,20190914,20191005
30619,1,1,1,1,1,0,0,20190910,20191004
20510,0,0,0,0,0,1,1,20190713,20190908
20470,1,1,1,1,1,0,1,20190708,20190909
20471,0,0,0,0,0,0,1,20190915,20190922
20768,1,1,1,1,1,0,0,20190729,20190906
20043,0,0,0,0,0,1,0,20190713,20190907
20689,0,0,0,0,0,1,0,20190914,20190921
20769,1,1,1,1,1,0,0,20190909,20191004
17431,0,0,0,0,0,1,1,20190713,20190901
20572,1,1,1,1,1,0,0,20190708,20190901
20647,0,0,0,0,1,1,1,20190712,20191006
20547,1,1,1,1,1,0,0,20190708,20190909
30620,1,1,1,1,1,0,0,20190910,20191004
30621,1,1,1,1,1,1,0,20190708,20191005
30622,1,1,1,1,1,0,0,20190708,20191004
30623,0,0,0,0,0,0,1,20190714,20191006
30624,1,1,1,1,1,0,0,20190708,20191004
30625,0,0,0,0,1,0,1,20190712,20191006
30626,1,1,1,1,1,0,0,20190708,20191004
20752,1,1,1,1,0,0,0,20190826,20190905
30627,1,1,1,1,1,1,0,20190709,20191005
30628,1,1,1,1,1,0,0,20190708,20190719
16137,1,1,1,1,1,0,0,20190909,20190920
20754,1,1,1,1,1,1,0,20190923,20190928
30629,0,0,0,0,0,0,1,20190714,20191006
30630,1,1,1,1,1,1,1,20190708,20191006
12237,0,0,0,0,1,1,0,20190906,20190907
30631,1,1,1,1,1,0,0,20190708,20191004
20753,1,1,1,1,1,0,0,20190722,20190824
30632,1,1,1,1,1,1,1,20190819,20191006
30633,0,0,0,0,0,0,1,20190929,20191006
18266,1,1,1,0,0,0,0,20190812,20190823
30634,1,1,1,1,1,1,0,20190826,20191005
20488,1,1,1,0,0,0,0,20190812,20190823
30635,1,1,1,1,1,1,1,20190708,20191006
30636,1,1,1,1,1,1,0,20190708,20191005
16222,1,1,1,1,1,0,0,20190930,20191004
30637,1,1,1,1,1,1,0,20190708,20191005
20705,0,0,0,0,0,1,0,20190713,20190907
30638,0,0,0,0,0,1,1,20190713,20191005
30639,0,0,0,0,0,1,0,20190914,20191005
20707,1,1,1,1,1,0,0,20190826,20190906
30640,0,0,0,0,0,1,0,20190713,20191005
30641,1,1,1,1,1,0,0,20190708,20191004
30642,0,0,0,0,0,0,1,20190714,20191006
30643,1,1,1,1,1,0,0,20190909,20191004
18872,1,1,1,1,1,0,0,20190708,20190906
30644,1,1,1,1,1,1,1,20190708,20191006
20704,0,0,0,0,0,0,1,20190714,20190908
16894,1,1,1,0,1,0,0,20190812,20190823
20703,1,1,1,1,0,0,0,20190729,20190801
20045,1,0,0,0,0,0,0,20190826,20190923
16508,1,1,1,1,1,0,0,20190708,20191004
20052,0,0,0,0,0,1,0,20190713,20191005
994,0,0,0,0,0,0,1,20190714,20190929
20016,0,1,1,1,1,0,0,20190709,20191004
17585,0,0,0,0,0,0,1,20190714,20191006
17566,0,0,0,0,0,1,0,20190713,20191005
17096,0,0,0,0,1,0,0,20190830,20190927
20021,1,0,0,0,0,0,0,20190826,20190930
20022,1,0,0,0,0,0,0,20190708,20190819
30645,1,1,1,1,1,0,0,20190708,20191004
30646,1,1,1,1,1,0,0,20190708,20191004
30647,1,1,1,1,1,0,0,20190722,20191004
17102,1,1,1,1,1,0,0,20190708,20190719
30648,1,1,1,1,1,0,0,20190708,20191004
17494,0,0,0,0,0,1,0,20190713,20190720
30649,0,0,0,0,0,1,1,20190713,20191006
30650,0,0,0,0,0,0,1,20190728,20191006
30651,0,0,0,0,0,1,1,20190727,20191006
17491,0,0,0,0,0,1,1,20190713,20190721
30652,1,1,1,1,1,0,1,20190722,20191006
19892,1,1,1,1,1,0,1,20190708,20190721
17130,1,1,1,1,0,0,0,20190708,20190718
30653,1,1,1,1,1,0,0,20190722,20191004
1603,0,0,0,0,0,0,1,20190714,20190721
30654,1,1,1,1,0,0,0,20190722,20191003
30655,0,0,0,0,1,0,0,20190726,20191004
17126,0,0,0,0,1,0,0,20190712,20190719
30656,1,1,1,1,1,1,1,20190708,20190915
16174,1,1,1,1,1,0,0,20190916,20190927
19897,1,1,1,1,1,1,0,20190708,20190720
30657,1,1,1,1,1,1,0,20190722,20191005
30658,1,1,1,1,1,1,1,20190722,20191006
19469,0,0,0,0,0,1,1,20190713,20190721
30659,0,0,0,0,0,1,0,20190727,20191005
30660,0,0,0,0,0,1,0,20190727,20191005
30661,1,1,1,1,1,1,1,20190722,20190825
30662,0,0,0,0,0,0,1,20190728,20191006
30663,1,1,1,1,1,0,0,20190722,20191004
30664,1,1,1,1,1,0,0,20190826,20191004
3106,0,0,0,0,0,0,1,20190714,20190721
30665,0,0,0,0,0,0,1,20190728,20191006
30666,1,1,1,1,1,1,1,20190708,20191006
30667,1,1,1,1,1,0,0,20190708,20191004
17118,1,1,1,1,1,0,0,20190722,20190823
17621,0,1,1,1,1,0,0,20190924,20190927
30668,1,1,1,1,1,0,0,20190708,20191004
30669,1,1,1,1,1,1,1,20190722,20191006
30670,1,1,1,1,1,1,1,20190722,20191006
17506,1,1,1,1,1,1,1,20190708,20190721
17617,1,1,1,1,1,0,0,20190708,20190719
30671,1,1,1,1,1,0,0,20190722,20191004
30672,1,1,1,1,1,0,0,20190826,20191004
30673,1,1,1,1,1,1,1,20190713,20191006
30674,1,1,1,1,1,1,1,20190722,20191006
30675,1,1,1,1,1,1,0,20190708,20191005
30676,1,1,1,1,1,1,1,20190722,20191006
30677,1,1,1,1,1,0,0,20190826,20191004
30678,1,1,1,1,1,0,0,20190722,20191004
30679,1,1,1,1,1,0,0,20190722,20191004
17444,1,1,1,1,1,1,1,20190708,20190721
30680,0,0,0,0,0,1,0,20190727,20191005
30681,0,0,0,0,0,0,1,20190728,20191006
30682,0,0,0,0,0,1,0,20190708,20191005
30683,1,1,1,1,1,0,0,20190909,20191004
30684,1,1,1,1,0,0,1,20190708,20191006
20569,0,0,0,0,0,1,0,20190928,20191005
30685,1,1,1,1,1,0,0,20190708,20191004
30686,0,0,0,0,0,0,1,20190929,20191006
30687,0,0,0,0,1,0,0,20190712,20191004
20452,1,1,1,1,1,0,0,20190708,20190909
30688,1,1,1,1,1,0,0,20190910,20191004
30689,0,0,0,0,0,1,0,20190713,20191005
6124,0,0,0,0,0,0,1,20190714,20190908
30690,1,1,1,1,1,0,0,20190910,20191004
20846,0,0,0,0,0,0,1,20190915,20191006
30691,1,1,1,1,1,1,0,20190708,20191004
30692,1,1,1,1,1,0,0,20190708,20191004
30693,0,0,0,0,0,1,0,20190713,20190921
30694,0,0,0,0,0,1,1,20190909,20191006
30695,1,1,1,1,1,0,0,20190909,20191004
20519,0,0,0,0,0,0,1,20190714,20190908
30696,1,1,1,1,1,0,0,20190910,20191004
20580,0,0,0,0,0,1,0,20190713,20190907
30697,1,1,1,1,1,0,0,20190708,20191004
30698,0,0,0,0,0,1,0,20190914,20191005
30699,1,1,1,1,1,1,1,20190909,20191005
30700,0,0,0,0,0,1,1,20190914,20191005
18532,0,0,0,0,0,1,1,20190713,20190908
30701,0,0,0,0,0,1,0,20190914,20191005
20465,1,1,1,1,1,1,1,20190708,20190907
30702,1,1,1,1,1,0,1,20190708,20191006
20568,0,0,0,0,0,1,1,20190715,20190825
30703,1,1,1,1,1,0,1,20190910,20191006
30704,1,1,1,1,1,1,0,20190910,20191005
20571,1,1,1,1,1,1,1,20190708,20190909
30705,1,1,1,1,1,1,1,20190708,20191006
20737,1,1,1,1,1,0,0,20190708,20190906
30706,1,1,1,1,1,0,0,20190909,20191004
15946,1,1,1,1,1,0,0,20190715,20190823
30707,1,1,1,1,0,0,0,20190910,20191003
30708,1,1,1,1,1,0,1,20190910,20191006
18257,1,1,1,1,1,0,0,20190708,20190906
30709,0,0,0,0,0,0,1,20190915,20191006
30710,1,1,1,1,1,0,0,20190909,20191004
30711,0,0,0,0,1,0,0,20190920,20191004
20745,1,1,1,1,0,0,0,20190729,20190909
20749,0,0,0,0,1,0,0,20190802,20190913
30712,1,1,1,1,1,0,0,20190708,20191004
20529,1,1,1,1,1,1,0,20190708,20190909
30713,1,1,1,1,1,0,0,20190910,20191004
30714,0,0,0,0,0,1,0,20190713,20191005
20806,1,1,1,1,1,1,0,20190910,20191005
20829,1,1,1,1,1,0,0,20190910,20191004
30715,1,1,1,1,1,0,0,20190708,20191004
30716,0,0,0,0,0,1,0,20190715,20190825
30717,0,0,0,0,0,0,1,20190929,20191006
30718,1,1,1,1,1,1,0,20190708,20191005
30719,1,1,1,1,1,0,0,20190708,20191004
30720,1,1,1,1,1,0,0,20190826,20191004
17201,1,1,1,1,1,0,0,20190708,20191004
16173,1,1,1,1,1,0,0,20190909,20190913
30721,1,1,1,1,1,0,0,20190916,20191004
30722,0,0,0,0,0,1,0,20190713,20191005
30723,0,0,0,0,0,1,0,20190713,20191005
17619,0,0,0,0,0,0,1,20190714,20190901
20729,1,1,1,1,1,0,0,20190708,20190906
30724,0,0,0,0,0,1,1,20190713,20191005
30725,1,1,1,1,1,0,0,20190909,20191004
30726,1,1,1,1,1,0,0,20190910,20191004
30727,1,1,1,1,1,0,0,20190708,20191004
20565,0,0,0,0,0,0,1,20190915,20190922
30728,0,0,0,0,1,0,0,20190712,20191004
19593,1,1,1,1,0,0,0,20190715,20190822
30729,1,1,1,1,0,0,1,20190826,20191006
30730,0,0,0,0,1,0,0,20190913,20191004
30731,0,0,0,0,0,0,1,20190915,20191006
20643,0,0,0,0,0,1,0,20190715,20190825
20583,0,0,0,0,1,0,1,20190712,20190908
17243,0,0,0,0,0,1,0,20190713,20190831
30732,1,1,1,1,1,0,0,20190708,20191004
30733,0,0,0,0,0,0,1,20190714,20191006
30734,0,0,0,0,0,1,0,20190914,20190921
30735,1,1,1,1,1,1,0,20190910,20191004
30736,0,0,0,0,0,1,0,20190713,20190921
30737,1,1,1,1,1,0,1,20190708,20191006
30738,1,1,1,1,1,0,0,20190910,20191004
30739,1,1,1,1,1,0,0,20190910,20191004
30740,1,1,1,1,1,1,0,20190708,20191005
30741,1,1,1,1,1,0,0,20190910,20191004
30742,1,1,1,1,1,0,0,20190909,20191004
30743,0,0,0,0,0,0,1,20190714,20191006
30744,0,0,0,0,0,0,1,20190714,20191006
30745,0,0,0,0,0,1,0,20190713,20190921
20670,1,1,1,1,1,0,0,20190708,20190906
30746,1,1,1,1,1,1,1,20190902,20191006
10101,1,1,1,1,1,1,1,20190708,20190901
30747,0,0,0,1,1,1,1,20191003,20191006
20695,1,1,1,1,1,1,1,20190902,20191002
17337,1,1,1,1,1,1,1,20190729,20190901
513,1,1,1,1,1,1,1,20190708,20190728
16187,1,1,1,1,1,1,1,20190708,20190929
19770,1,1,1,1,1,1,1,20190708,20190928
30748,0,0,0,0,0,1,1,20190713,20191006
30749,0,0,0,0,1,0,0,20190712,20191004
30750,0,0,0,0,1,0,1,20190712,20191006
30751,1,1,1,1,1,1,1,20190708,20191006
30752,1,1,1,1,1,1,0,20190708,20191005
30753,1,1,1,1,0,0,0,20190708,20191003
30754,1,1,1,1,0,0,0,20190708,20191003
16274,0,0,0,0,0,1,0,20190713,20190831
30755,1,0,0,0,0,0,0,20190708,20190930
30756,0,0,0,0,0,1,0,20190907,20191005
30757,1,1,1,1,1,1,1,20190708,20191006
30758,0,0,0,0,0,0,1,20190714,20191006
30759,1,1,1,1,1,0,0,20190708,20191004
19115,1,1,1,1,1,1,1,20190708,20191006
30760,0,1,1,1,1,0,0,20190709,20191004
18943,1,1,1,1,1,1,0,20190708,20191005
18947,1,1,1,1,1,1,1,20190708,20191006
18941,0,1,1,1,1,0,0,20190709,20191004
18935,1,1,1,1,1,0,0,20190708,20191004
18940,0,0,0,0,0,1,0,20190713,20191005
18936,1,0,0,0,0,0,0,20190708,20190930
18939,1,1,1,1,1,1,0,20190708,20191005
19007,1,1,1,1,1,1,1,20190708,20191006
19239,1,1,1,1,1,0,1,20190708,20190728
19201,1,1,1,1,1,1,1,20190708,20190728
19199,1,1,1,1,1,1,1,20190729,20191006
19237,1,1,1,1,0,0,0,20190729,20191003
19238,0,0,0,0,1,0,1,20190802,20191006
19225,1,1,1,1,1,0,0,20190729,20191004
18942,1,1,1,1,0,0,0,20190708,20191003
18954,1,1,1,1,1,1,0,20190708,20191005
16439,1,1,1,1,1,0,0,20190708,20190726
18938,0,0,0,0,1,0,0,20190712,20191004
19226,1,1,1,1,0,0,1,20190708,20190728
19224,1,1,1,1,1,0,1,20190712,20191006
19101,0,0,1,0,0,1,1,20190710,20191006
19102,1,1,0,1,1,0,0,20190708,20191004
19179,0,0,0,0,0,0,1,20190901,20191006
19240,0,0,1,0,0,0,0,20190805,20190811
18944,1,1,1,1,1,0,1,20190708,20191006
8440,0,0,0,0,1,0,0,20190712,20190726
19231,1,1,1,1,0,0,0,20190923,20191003
19230,0,0,0,0,1,0,0,20190802,20191004
19232,1,1,1,1,0,0,0,20190708,20190725
19246,1,1,1,1,1,0,0,20190708,20190712
19245,1,1,1,1,1,0,0,20190923,20191004
16769,1,1,1,1,1,0,0,20190708,20191004
19178,1,1,1,1,1,0,0,20190708,20191004
19188,0,0,0,0,1,0,1,20190712,20191006
19241,1,1,1,1,1,0,1,20190708,20190728
19243,0,0,0,0,0,1,0,20190803,20191005
19218,0,0,0,0,0,1,1,20190713,20191006
19244,1,1,1,1,1,0,1,20190729,20191006
16241,0,0,0,0,0,1,0,20190713,20190727
30761,1,1,1,1,1,1,1,20190708,20191006
30762,1,1,1,1,1,0,0,20190902,20191004
16182,1,1,1,1,1,0,0,20190708,20190830
30763,1,1,1,1,1,1,1,20190708,20191006
30764,0,0,0,0,1,1,1,20190712,20191006
30765,1,1,1,1,1,1,1,20190708,20191006
30766,1,1,1,1,1,1,1,20190708,20191006
30767,1,1,1,1,1,1,1,20190708,20191006
30768,1,1,1,1,1,1,1,20190708,20191006
30769,1,1,1,1,1,0,0,20190708,20191004
30770,0,0,0,0,0,0,1,20190714,20191006
30771,1,1,1,1,1,1,1,20190708,20191006
30772,1,1,1,1,1,0,0,20190708,20191004
30773,0,0,0,0,0,1,1,20190713,20191006
30774,1,1,1,1,1,1,1,20190708,20191006
30775,1,1,1,1,1,1,1,20190819,20191006
30776,1,1,1,1,1,1,1,20190708,20191006
17343,1,1,1,1,1,0,0,20190729,20190830
30777,1,1,1,1,1,1,1,20190708,20191006
30778,1,1,1,1,1,0,0,20190708,20191004
30779,0,0,0,0,0,1,0,20190713,20191005
30780,1,1,1,1,1,0,1,20190708,20191006
9389,0,0,0,0,1,1,0,20190816,20190817
30781,0,0,0,0,1,0,0,20190913,20191004
18721,0,0,0,0,1,0,0,20190719,20190906
30782,1,1,1,1,1,0,0,20190708,20191004
16333,1,1,1,1,1,0,0,20190708,20190712
30783,1,1,1,1,1,1,0,20190715,20191005
18655,1,1,1,1,0,0,0,20190916,20191003
30784,1,1,1,1,1,1,1,20190714,20191006
30785,1,1,1,1,1,1,1,20190714,20191006
30786,0,0,0,0,0,1,1,20190714,20191006
30787,1,1,1,1,1,1,0,20190715,20191005
30788,1,1,1,1,1,1,0,20190715,20191005
30789,1,1,1,1,1,1,1,20190714,20191006
30790,0,0,0,0,0,1,1,20190714,20191006
30791,1,1,1,1,1,0,0,20190715,20191004
30792,1,1,1,1,1,1,1,20190714,20191006
30793,1,1,1,1,1,1,1,20190714,20191006
30794,1,1,1,1,1,0,1,20190714,20191006
30795,0,0,0,0,0,1,1,20190714,20191006
30796,1,1,1,1,0,1,1,20190714,20191006
30797,1,1,1,1,1,1,1,20190714,20191006
9977,0,0,0,0,0,0,1,20190916,20190922
30798,0,0,0,0,0,0,1,20190714,20191006
18285,1,1,1,1,1,1,0,20190708,20190713
30799,1,1,1,1,1,0,0,20190715,20191004
30800,0,0,0,0,0,0,1,20190811,20191006
30801,1,1,1,1,0,0,0,20190715,20191003
30802,1,1,1,1,1,1,1,20190714,20191006
30803,1,1,1,1,1,1,0,20190715,20191005
30804,1,1,1,1,1,1,1,20190714,20191006
30805,0,0,0,0,1,1,1,20190714,20191006
30806,1,1,1,1,1,0,0,20190715,20191004
30807,1,1,1,1,1,1,1,20190713,20191006
30808,0,0,0,0,0,1,1,20190714,20191006
30809,1,1,1,1,1,1,1,20190714,20191006
30810,1,1,1,1,1,0,0,20190708,20191004
30811,1,1,1,1,1,0,0,20190708,20191004
30812,0,0,0,0,0,0,1,20190708,20191006
18723,1,1,1,1,0,1,0,20190708,20190713
30813,1,1,1,1,1,1,1,20190714,20191006
17694,1,1,1,1,1,0,0,20190715,20190823
30814,1,1,1,1,1,0,0,20190826,20191004
30815,1,1,1,1,0,1,1,20190812,20191006
30816,1,1,1,1,1,1,1,20190714,20191006
30817,1,1,1,1,1,1,1,20190714,20191006
30818,1,1,1,1,1,1,1,20190714,20191006
30819,1,1,1,1,1,1,1,20190714,20191006
30820,1,1,1,1,1,1,1,20190714,20191006
30821,1,1,1,1,1,1,1,20190714,20191006
30822,1,1,1,1,1,1,1,20190826,20191006
18595,1,1,1,1,1,1,1,20190714,20190825
30823,1,1,1,1,1,1,1,20190714,20191006
30824,1,1,1,1,1,0,0,20190715,20191004
30825,0,0,0,0,0,1,1,20190714,20191006
18510,0,0,0,0,1,0,0,20190814,20190913
30826,0,0,0,0,1,0,0,20190920,20191004
30827,1,1,1,1,1,1,1,20190714,20191006
30828,1,1,1,1,1,1,1,20190714,20191006
30829,1,1,1,1,1,1,1,20190714,20191006
30830,1,1,1,1,1,0,0,20190708,20191004
30831,1,1,1,1,1,0,1,20190708,20190929
30832,1,1,1,1,1,0,0,20190708,20191004
30833,1,1,1,1,1,1,1,20190708,20191006
30834,1,1,1,1,1,0,0,20190708,20191004
17899,0,0,0,0,0,1,0,20190720,20190727
17953,0,0,0,1,0,1,0,20190803,20190824
18316,1,1,1,1,1,1,0,20190715,20191005
18714,1,1,1,1,1,0,0,20190708,20190717
18719,1,1,1,1,1,0,0,20190715,20191004
18303,0,0,0,0,1,1,1,20190913,20190915
30835,1,1,1,1,1,1,1,20190708,20191006
30836,1,1,1,1,1,1,1,20190708,20191006
30837,1,1,1,1,1,1,1,20190708,20191006
