route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCE725905,2501,OCESN017753F3003018842,"17753",1,,
OCE725905,2108,OCESN017753F3403418836,"17753",1,,
OCE725905,16949,OCESN017753F2802818832,"17753",1,,
OCE725905,30899,OCESN017767F0100118965,"17767",1,,
OCE725905,16952,OCESN017753F1201218835,"17753",1,,
OCE725905,11063,OCESN017753F3503518843,"17753",1,,
OCE725905,30900,OCESN017761F2102118899,"17761",1,,
OCE725905,6441,OCESN017761F1901918901,"17761",1,,
OCE725905,2512,OCESN017757F0200218880,"17757",1,,
OCE725905,15868,OCESN017761F1801818904,"17761",1,,
OCE725905,30901,OCESN017761F2302318905,"17761",1,,
OCE725905,14178,OCESN017761F2402418902,"17761",1,,
OCE725905,16961,OCESN017761F2002018903,"17761",1,,
OCE725905,30902,OCESN017757F2502518872,"17757",1,,
OCE725905,16076,OCESN017757F2102118873,"17757",1,,
OCE725905,11063,OCESN017757F0300318869,"17757",1,,
OCE725905,16893,OCESN017757F2402418878,"17757",1,,
OCE725905,16894,OCESN017757F2602618879,"17757",1,,
OCE725905,30903,OCESN017757F2702718875,"17757",1,,
OCE725905,17012,OCESN017763F1501518931,"17763",1,,
OCE725905,778,OCESN017763F0900918929,"17763",1,,
OCE725905,16712,OCESN017775F1701718982,"17775",1,,
OCE725905,30904,OCESN017775F1401418983,"17775",1,,
OCE725905,11063,OCESN017763F2402418928,"17763",1,,
OCE725905,8249,OCESN017763F1101118922,"17763",1,,
OCE725905,30905,OCESN017763F1701718921,"17763",1,,
OCE725905,16700,OCESN017763F2102118927,"17763",1,,
OCE725905,474,OCESN017775F1801818986,"17775",1,,
OCE725905,535,OCESN017769F1201218970,"17769",1,,
OCE725905,15821,OCESN017765F0800818945,"17765",1,,
OCE725905,16928,OCESN017769F1001018969,"17769",1,,
OCE725905,9166,OCESN891047F0400469333,"891047",1,,
OCE725905,16883,OCESN017765F1301318946,"17765",1,,
OCE725905,16956,OCESN017753F1801818839,"17753",1,,
OCE725905,16958,OCESN017753F1701718840,"17753",1,,
OCE725905,16965,OCESN017761F1501518907,"17761",1,,
OCE725905,1881,OCESN017761F1601618900,"17761",1,,
OCE725905,16887,OCESN017757F1601618871,"17757",1,,
OCE725905,16890,OCESN017757F1701718876,"17757",1,,
OCE725905,16979,OCESN017763F2202218926,"17763",1,,
OCE725905,535,OCESN017763F2002018930,"17763",1,,
OCE725905,17005,OCESN017775F1001018984,"17775",1,,
OCE725905,16928,OCESN017763F1601618923,"17763",1,,
OCE725905,535,OCESN017775F1501518981,"17775",1,,
OCE725905,369,OCESN017775F1101118979,"17775",1,,
OCE725905,30906,OCESN017751F1101118830,"17751",1,,
OCE725905,16852,OCESN017751F1001018829,"17751",1,,
OCE725905,16940,OCESN017750F0100118828,"17750",0,,
OCE725905,14178,OCESN017750F2002018826,"17750",0,,
OCE725905,16769,OCESN017750F0200218820,"17750",0,,
OCE725905,16902,OCESN017750F1201218821,"17750",0,,
OCE725905,16900,OCESN017750F1101118822,"17750",0,,
OCE725905,16705,OCESN017750F1001018824,"17750",0,,
OCE725905,9166,OCESN017750F1601618825,"17750",0,,
OCE725905,16839,OCESN891056F0100169389,"891056",0,,
OCE725905,15784,OCESN891056F0500569391,"891056",0,,
OCE725905,9166,OCESN891056F0400469390,"891056",0,,
OCE725905,15868,OCESN017812F0500519008,"17812",0,,
OCE725905,30907,OCESN017804F0700718994,"17804",0,,
OCE725905,30908,OCESN017802F0200218992,"17802",0,,
OCE725905,30909,OCESN017812F0600619009,"17812",0,,
OCE725905,30910,OCESN017814F0500519012,"17814",0,,
OCE725905,30911,OCESN017810F0500519005,"17810",0,,
OCE725905,30912,OCESN017816F0400419016,"17816",0,,
OCE725905,15868,OCESN017814F0300319011,"17814",0,,
OCE725905,513,OCESN017804F0600618995,"17804",0,,
OCE725905,513,OCESN017816F0200219015,"17816",0,,
OCE725905,15868,OCESN017810F0400419006,"17810",0,,
OCE725905,15868,OCESN017806F0300318998,"17806",0,,
OCE725905,30913,OCESN017806F0500518999,"17806",0,,
OCE725905,30914,OCESN017808F0400419002,"17808",0,,
OCE725905,30915,OCESN017818F0600619020,"17818",0,,
OCE725905,16882,OCESN017818F0500519019,"17818",0,,
OCE725905,16402,OCESN017764F1001018933,"17764",0,,
OCE725905,17038,OCESN017756F2302318865,"17756",0,,
OCE725905,16402,OCESN017766F3603618960,"17766",0,,
OCE725905,16888,OCESN017760F1201218896,"17760",0,,
OCE725905,16402,OCESN017762F1301318917,"17762",0,,
OCE725905,17057,OCESN017756F3103118862,"17756",0,,
OCE725905,16888,OCESN017756F3003018857,"17756",0,,
OCE725905,17032,OCESN017762F2202218908,"17762",0,,
OCE725905,16700,OCESN017762F2302318911,"17762",0,,
OCE725905,2108,OCESN017762F1801818909,"17762",0,,
OCE725905,30916,OCESN017760F2502518895,"17760",0,,
OCE725905,11063,OCESN017760F2702718894,"17760",0,,
OCE725905,17032,OCESN017760F2302318897,"17760",0,,
OCE725905,30917,OCESN017766F3703718951,"17766",0,,
OCE725905,30918,OCESN017762F2102118912,"17762",0,,
OCE725905,30919,OCESN017764F2002018938,"17764",0,,
OCE725905,16970,OCESN017764F2102118936,"17764",0,,
OCE725905,2440,OCESN017766F2702718950,"17766",0,,
OCE725905,11063,OCESN017762F2602618918,"17762",0,,
OCE725905,17045,OCESN017762F2402418919,"17762",0,,
OCE725905,17030,OCESN017760F2102118893,"17760",0,,
OCE725905,17058,OCESN017756F2702718867,"17756",0,,
OCE725905,16439,OCESN017758F0700718881,"17758",0,,
OCE725905,11063,OCESN017756F2902918868,"17756",0,,
OCE725905,17037,OCESN017756F2202218855,"17756",0,,
OCE725905,30920,OCESN017756F2802818859,"17756",0,,
OCE725905,17053,OCESN017756F2602618858,"17756",0,,
OCE725905,2108,OCESN017760F1601618892,"17760",0,,
OCE725905,13807,OCESN017760F2202218891,"17760",0,,
OCE725905,30921,OCESN017758F0200218886,"17758",0,,
OCE725905,16960,OCESN017758F1001018882,"17758",0,,
OCE725905,4665,OCESN017758F1101118885,"17758",0,,
OCE725905,7753,OCESN017766F3203218956,"17766",0,,
OCE725905,17027,OCESN017766F2402418953,"17766",0,,
OCE725905,15868,OCESN017766F3403418964,"17766",0,,
OCE725905,113,OCESN017766F2802818957,"17766",0,,
OCE725905,17028,OCESN017766F3503518962,"17766",0,,
OCE725905,2084,OCESN017766F3103118963,"17766",0,,
OCE725905,535,OCESN017762F2002018914,"17762",0,,
OCE725905,15828,OCESN017756F2002018860,"17756",0,,
OCE725905,535,OCESN017766F2902918959,"17766",0,,
OCE725905,1881,OCESN017766F2502518958,"17766",0,,
OCE725905,15828,OCESN017762F1401418910,"17762",0,,
OCE725905,15828,OCESN017760F1301318890,"17760",0,,
OCE725905,16928,OCESN017764F1101118939,"17764",0,,
OCE725905,535,OCESN017764F1701718935,"17764",0,,
OCE725905,17025,OCESN017766F2102118949,"17766",0,,
OCE725905,15868,OCESN017800F0600618988,"17800",0,,
OCE725905,30922,OCESN017800F0700718989,"17800",0,,
OCE725905,2057,OCESN017774F1601618977,"17774",0,,
OCE725905,30923,OCESN017774F1501518976,"17774",0,,
OCE725905,413,OCESN017774F1401418975,"17774",0,,
OCE725905,30924,OCESN017754F0100118854,"17754",0,,
OCE725905,16992,OCESN017754F2302318851,"17754",0,,
OCE725905,16990,OCESN017754F1701718849,"17754",0,,
OCE725905,16989,OCESN017754F2402418845,"17754",0,,
OCE725905,4795,OCESN017754F0700718846,"17754",0,,
OCE725905,9166,OCESN017754F2102118847,"17754",0,,
OCE725905,16707,OCESN017754F1601618852,"17754",0,,
OCE725905,16400,OCESN408018R0100146508,"408018",0,,
OCESN-87713040-87723197,17008,OCESN017837F0500519033,"17837",1,,
OCESN-87713040-87723197,17007,OCESN017837F0600619032,"17837",1,,
OCESN-87713040-87723197,16885,OCESN017837F0400419031,"17837",1,,
OCESN-87713040-87723197,16884,OCESN017836F0500519029,"17836",0,,
OCESN-87713040-87723197,16885,OCESN017836F0400419030,"17836",0,,
OCE16635,30925,OCESN883105F0400467806,"883105",1,,
OCE16635,30926,OCESN883141F0100167817,"883141",1,,
OCE16635,30927,OCESN883117F0100167812,"883117",1,,
OCE16635,18404,OCESN883103F0200267801,"883103",1,,
OCE16635,30928,OCESN883137F0100167816,"883137",1,,
OCE16635,30929,OCESN883133F0100167815,"883133",1,,
OCE16635,30930,OCESN883143F0100167819,"883143",1,,
OCE16635,778,OCESN883141F0200267818,"883141",1,,
OCE16635,30931,OCESN883115F0100167810,"883115",1,,
OCE16635,9389,OCESN883105F0100167805,"883105",1,,
OCE16635,30932,OCESN883125F0100167814,"883125",1,,
OCE16635,9389,OCESN883117F0200267813,"883117",1,,
OCE16635,30933,OCESN883145F0100167820,"883145",1,,
OCE16635,17102,OCESN883103F0100167803,"883103",1,,
OCE16635,30934,OCESN883103F0300367802,"883103",1,,
OCE16635,18404,OCESN883178F0200267835,"883178",0,,
OCE16635,18404,OCESN883180F0200267837,"883180",0,,
OCE16635,18305,OCESN883162F0200267824,"883162",0,,
OCE16635,30935,OCESN883178F0100167834,"883178",0,,
OCE16635,30936,OCESN883164F0100167829,"883164",0,,
OCE16635,30937,OCESN883158F0200267822,"883158",0,,
OCE16635,30938,OCESN883174F0100167831,"883174",0,,
OCE16635,9389,OCESN883164F0200267827,"883164",0,,
OCE16635,9389,OCESN883158F0100167821,"883158",0,,
OCE16635,30939,OCESN883160F0100167823,"883160",0,,
OCE16635,30940,OCESN883180F0100167838,"883180",0,,
OCE16635,30941,OCESN883190F0100167839,"883190",0,,
OCE16635,30942,OCESN883194F0100167840,"883194",0,,
OCE16635,9389,OCESN883178F0300367836,"883178",0,,
OCE16635,778,OCESN017914F0200219036,"17914",0,,
OCE16635,30943,OCESN017914F0300319037,"17914",0,,
OCE16635,30944,OCESN017918F0200219039,"17918",0,,
OCE16635,30945,OCESN883162F0100167826,"883162",0,,
OCE67,18731,OCESN883309F0900967846,"883309",1,,
OCE67,30946,OCESN883329F0200267859,"883329",1,,
OCE67,30947,OCESN883309F0500567849,"883309",1,,
OCE67,30948,OCESN883309F0100167850,"883309",1,,
OCE67,30949,OCESN883329F0100167858,"883329",1,,
OCE67,15931,OCESN883309F0300367845,"883309",1,,
OCE67,18708,OCESN883309F0800867848,"883309",1,,
OCE67,18732,OCESN883309F0200267847,"883309",1,,
OCE67,30950,OCESN883313F0100167852,"883313",1,,
OCE67,30951,OCESN883321F0100167856,"883321",1,,
OCE67,30952,OCESN883337F0100167861,"883337",1,,
OCE67,18331,OCESN883321F0400467857,"883321",1,,
OCE67,30953,OCESN883333F0100167860,"883333",1,,
OCE67,18330,OCESN883321F0300367855,"883321",1,,
OCE67,30954,OCESN883313F0300367853,"883313",1,,
OCE67,30955,OCESN883341F0100167862,"883341",1,,
OCE67,30956,OCESN883345F0100167863,"883345",1,,
OCE67,30957,OCESN883301F0400467842,"883301",1,,
OCE67,30958,OCESN883305F0100167843,"883305",1,,
OCE67,18703,OCESN883301F0200267841,"883301",1,,
OCE67,18709,OCESN883305F0300367844,"883305",1,,
OCE67,9389,OCESN017936F0400419046,"17936",0,,
OCE67,778,OCESN017932F0300319042,"17932",0,,
OCE67,6515,OCESN017936F0300319047,"17936",0,,
OCE67,778,OCESN017924F0200219040,"17924",0,,
OCE67,30959,OCESN017924F0100119041,"17924",0,,
OCE67,30960,OCESN883380F0100167872,"883380",0,,
OCE67,30961,OCESN883372F0600667870,"883372",0,,
OCE67,30962,OCESN883382F0100167874,"883382",0,,
OCE67,30963,OCESN883394F0100167878,"883394",0,,
OCE67,30964,OCESN883390F0100167877,"883390",0,,
OCE67,30965,OCESN883386F0100167876,"883386",0,,
OCE67,30966,OCESN883372F0300367868,"883372",0,,
OCE67,17694,OCESN883358F0300367865,"883358",0,,
OCE67,30967,OCESN883354F0100167864,"883354",0,,
OCE67,30968,OCESN883366F0100167867,"883366",0,,
OCE67,30969,OCESN883358F0100167866,"883358",0,,
OCE67,222,OCESN017932F0200219044,"17932",0,,
OCE67,30970,OCESN017932F0100119043,"17932",0,,
OCE67,30971,OCESN017936F0100119048,"17936",0,,
OCE67,15931,OCESN883372F0200267871,"883372",0,,
OCE52,30972,OCESN017946F0100119053,"17946",0,,
OCE52,30973,OCESN017968F0100119058,"17968",0,,
OCE52,30974,OCESN017944F0100119050,"17944",0,,
OCE52,30975,OCESN017958F0100119057,"17958",0,,
OCE52,30976,OCESN017952F0100119055,"17952",0,,
OCE52,30977,OCESN017940F0100119049,"17940",0,,
OCE52,30978,OCESN017990F0100119073,"17990",0,,
OCE52,30979,OCESN017984F0100119066,"17984",0,,
OCE52,30980,OCESN017978F0100119064,"17978",0,,
OCE52,30981,OCESN017972F0300319062,"17972",0,,
OCE52,30982,OCESN017988F0100119069,"17988",0,,
OCE1226021,30983,OCESN018113F0100119095,"18113",1,,
OCE1226021,16931,OCESN018111F0500519089,"18111",1,,
OCE1226021,30984,OCESN018109F0100119086,"18109",1,,
OCE1226021,16931,OCESN018113F0400419094,"18113",1,,
OCE1226021,30985,OCESN018111F0100119090,"18111",1,,
OCE1226021,30986,OCESN895225F0100170274,"895225",1,,
OCE1226021,30987,OCESN895221F0100170273,"895221",1,,
OCE1226021,15868,OCESN895227F0100170275,"895227",1,,
OCE1226021,30988,OCESN895229F0100170277,"895229",1,,
OCE1226021,30989,OCESN895227F0300370276,"895227",1,,
OCE1226021,30990,OCESN895213F0100170269,"895213",1,,
OCE1226021,30991,OCESN895201F0100170265,"895201",1,,
OCE1226021,30992,OCESN895215F0100170270,"895215",1,,
OCE1226021,30993,OCESN895325F0100170282,"895325",1,,
OCE1226021,30994,OCESN895305F0100170279,"895305",1,,
OCE1226021,30995,OCESN895307F0200270280,"895307",1,,
OCE1226021,30996,OCESN895401F0100170284,"895401",1,,
OCE1226021,30997,OCESN018107F0100119083,"18107",1,,
OCE1226021,30998,OCESN018101F0100119075,"18101",1,,
OCE1226021,16366,OCESN018101F0300319074,"18101",1,,
OCE1226021,16931,OCESN018107F0400419082,"18107",1,,
OCE1226021,30999,OCESN018105F0100119079,"18105",1,,
OCE1226021,31000,OCESN018103F0100119077,"18103",1,,
OCE1226021,16931,OCESN018112F0400419092,"18112",0,,
OCE1226021,16931,OCESN018110F0400419087,"18110",0,,
OCE1226021,16931,OCESN018108F0400419085,"18108",0,,
OCE1226021,31001,OCESN018110F0100119088,"18110",0,,
OCE1226021,31002,OCESN018108F0100119084,"18108",0,,
OCE1226021,31003,OCESN018112F0100119093,"18112",0,,
OCE1226021,31004,OCESN018104F0100119078,"18104",0,,
OCE1226021,31005,OCESN018106F0100119080,"18106",0,,
OCE1226021,16931,OCESN018106F0400419081,"18106",0,,
OCE1226021,31006,OCESN018102F0100119076,"18102",0,,
OCE1226021,16931,OCESN018114F0400419096,"18114",0,,
OCE1226021,31007,OCESN018114F0100119097,"18114",0,,
OCE1226021,31008,OCESN895212F0100170268,"895212",0,,
OCE1226021,31009,OCESN895202F0100170266,"895202",0,,
OCE1226021,31010,OCESN895204F0100170267,"895204",0,,
OCE1226021,15868,OCESN895216F0100170271,"895216",0,,
OCE1226021,31011,OCESN895216F0300370272,"895216",0,,
OCE1226021,31012,OCESN895328F0100170283,"895328",0,,
OCE1226021,31013,OCESN895314F0200270281,"895314",0,,
OCE1226021,31014,OCESN895302F0100170278,"895302",0,,
OCE1226026,31015,OCESN018120F0100119098,"18120",0,,
OCE1226026,31016,OCESN018126F0100119103,"18126",0,,
OCE1226022,31017,OCESN895505F0100170287,"895505",1,,
OCE1226022,31018,OCESN895515F0100170291,"895515",1,,
OCE1226022,31019,OCESN895529F0100170297,"895529",1,,
OCE1226022,31020,OCESN895521F0100170293,"895521",1,,
OCE1226022,31021,OCESN895735F0100170327,"895735",1,,
OCE1226022,16510,OCESN895735F0200270326,"895735",1,,
OCE1226022,31022,OCESN895733F0200270322,"895733",1,,
OCE1226022,16639,OCESN895733F0100170323,"895733",1,,
OCE1226022,31023,OCESN895705F0100170303,"895705",1,,
OCE1226022,31024,OCESN895715F0100170311,"895715",1,,
OCE1226022,31025,OCESN895731F0100170321,"895731",1,,
OCE1226022,16739,OCESN895731F0400470320,"895731",1,,
OCE1226022,31026,OCESN895715F0200270310,"895715",1,,
OCE1226022,31027,OCESN895511F0100170289,"895511",1,,
OCE1226022,31028,OCESN018129F0100119106,"18129",1,,
OCE1226022,31029,OCESN018125F0100119102,"18125",1,,
OCE1226022,31030,OCESN018123F0100119100,"18123",1,,
OCE1226022,31031,OCESN895729F0100170319,"895729",1,,
OCE1226022,31032,OCESN895709F0100170305,"895709",1,,
OCE1226022,16406,OCESN408257R0100146536,"408257",1,,
OCE1226022,31033,OCESN895714F0100170306,"895714",0,,
OCE1226022,16623,OCESN895714F0400470308,"895714",0,,
OCE1226022,31034,OCESN895526F0100170296,"895526",0,,
OCE1226022,31035,OCESN895734F0100170325,"895734",0,,
OCE1226022,16569,OCESN895734F0200270324,"895734",0,,
OCE1226022,31036,OCESN018128F0100119105,"18128",0,,
OCE1226022,31037,OCESN018124F0100119101,"18124",0,,
OCE1226022,31038,OCESN018122F0100119099,"18122",0,,
OCE1226022,16696,OCESN895702F0400470300,"895702",0,,
OCE1226022,31039,OCESN895702F0300370299,"895702",0,,
OCE1226022,31040,OCESN895702F0200270301,"895702",0,,
OCE1226022,1133,OCESN895728F0700770314,"895728",0,,
OCE1226022,16530,OCESN895728F0800870315,"895728",0,,
OCE1226022,16532,OCESN895728F0600670317,"895728",0,,
OCE1226022,16529,OCESN895728F0500570313,"895728",0,,
OCE1226022,31041,OCESN895714F0200270309,"895714",0,,
OCE1226022,31042,OCESN895728F0300370318,"895728",0,,
OCE1226022,947,OCESN895702F0700770302,"895702",0,,
OCE1226022,16622,OCESN895714F0300370307,"895714",0,,
OCE1226022,16533,OCESN895728F0400470316,"895728",0,,
OCE1226022,31043,OCESN895706F0100170304,"895706",0,,
OCE1226022,31044,OCESN895726F0100170312,"895726",0,,
OCE1226022,31045,OCESN895508F0100170288,"895508",0,,
OCE1226022,31046,OCESN895534F0200270298,"895534",0,,
OCE1226022,31047,OCESN895522F0100170294,"895522",0,,
OCE1226022,31048,OCESN895524F0200270295,"895524",0,,
OCE1226022,31049,OCESN895520F0100170292,"895520",0,,
OCE1226022,31050,OCESN895502F0100170286,"895502",0,,
OCE1226022,31051,OCESN895500F0100170285,"895500",0,,
OCE1226022,16406,OCESN408218R0100146529,"408218",0,,
OCESN-85043141-87718619,16366,OCESN018134F0100119107,"18134",0,,
OCE1226025,31052,OCESN895007F0100170230,"895007",1,,
OCE1226025,31053,OCESN895001F0100170222,"895001",1,,
OCE1226025,31054,OCESN895003F0100170224,"895003",1,,
OCE1226025,31055,OCESN895011F0100170236,"895011",1,,
OCE1226025,31056,OCESN895009F0100170233,"895009",1,,
OCE1226025,16250,OCESN895005F0100170227,"895005",1,,
OCE1226025,31057,OCESN895059F0100170248,"895059",1,,
OCE1226025,31058,OCESN895061F0100170250,"895061",1,,
OCE1226025,31059,OCESN895067F0100170257,"895067",1,,
OCE1226025,31060,OCESN895051F0100170238,"895051",1,,
OCE1226025,16644,OCESN895071F0100170262,"895071",1,,
OCE1226025,31061,OCESN895069F0100170260,"895069",1,,
OCE1226025,31062,OCESN895073F0200270264,"895073",1,,
OCE1226025,31063,OCESN895063F0100170253,"895063",1,,
OCE1226025,31064,OCESN895053F0100170241,"895053",1,,
OCE1226025,31065,OCESN895057F0100170245,"895057",1,,
OCE1226025,31066,OCESN895055F0100170243,"895055",1,,
OCE1226025,31067,OCESN895065F0100170255,"895065",1,,
OCE1226025,31068,OCESN018187F0200219147,"18187",1,,
OCE1226025,31069,OCESN018173F0200219127,"18173",1,,
OCE1226025,31070,OCESN018167F0200219115,"18167",1,,
OCE1226025,31071,OCESN018185F0300319144,"18185",1,,
OCE1226025,31072,OCESN018163F0200219109,"18163",1,,
OCE1226025,31073,OCESN018191F0200219153,"18191",1,,
OCE1226025,31074,OCESN018169F0100119120,"18169",1,,
OCE1226025,31075,OCESN018167F0100119116,"18167",1,,
OCE1226025,31076,OCESN018175F0100119131,"18175",1,,
OCE1226025,31077,OCESN018177F0100119136,"18177",1,,
OCE1226025,31078,OCESN018179F0100119138,"18179",1,,
OCE1226025,31079,OCESN018189F0100119151,"18189",1,,
OCE1226025,31080,OCESN018191F0100119154,"18191",1,,
OCE1226025,31081,OCESN018171F0100119124,"18171",1,,
OCE1226025,31082,OCESN018187F0100119148,"18187",1,,
OCE1226025,31083,OCESN018173F0100119128,"18173",1,,
OCE1226025,31084,OCESN018163F0100119110,"18163",1,,
OCE1226025,31085,OCESN018185F0100119143,"18185",1,,
OCE1226025,31086,OCESN895005F0300370226,"895005",1,,
OCE1226025,31087,OCESN018195F0100119160,"18195",1,,
OCE1226025,31088,OCESN018197F0100119161,"18197",1,,
OCE1226025,31089,OCESN018170F0200219121,"18170",0,,
OCE1226025,31090,OCESN018164F0200219112,"18164",0,,
OCE1226025,31091,OCESN018184F0200219142,"18184",0,,
OCE1226025,31092,OCESN018182F0200219139,"18182",0,,
OCE1226025,31093,OCESN018194F0100119157,"18194",0,,
OCE1226025,31094,OCESN018188F0200219149,"18188",0,,
OCE1226025,31095,OCESN018188F0100119150,"18188",0,,
OCE1226025,31096,OCESN018172F0100119126,"18172",0,,
OCE1226025,31097,OCESN018186F0100119146,"18186",0,,
OCE1226025,31098,OCESN018192F0100119155,"18192",0,,
OCE1226025,31099,OCESN018194F0200219158,"18194",0,,
OCE1226025,31100,OCESN018168F0100119117,"18168",0,,
OCE1226025,31101,OCESN018170F0100119122,"18170",0,,
OCE1226025,31102,OCESN018184F0100119141,"18184",0,,
OCE1226025,31103,OCESN018166F0100119113,"18166",0,,
OCE1226025,31104,OCESN018182F0100119140,"18182",0,,
OCE1226025,31105,OCESN018164F0100119111,"18164",0,,
OCE1226025,31106,OCESN018174F0100119129,"18174",0,,
OCE1226025,31107,OCESN018176F0100119133,"18176",0,,
OCE1226025,31108,OCESN895008F0100170231,"895008",0,,
OCE1226025,16604,OCESN895008F0200270232,"895008",0,,
OCE1226025,31109,OCESN895010F0200270235,"895010",0,,
OCE1226025,31110,OCESN895010F0300370234,"895010",0,,
OCE1226025,31111,OCESN895006F0100170228,"895006",0,,
OCE1226025,31112,OCESN895002F0100170223,"895002",0,,
OCE1226025,16743,OCESN895000F0100170219,"895000",0,,
OCE1226025,31113,OCESN895004F0100170225,"895004",0,,
OCE1226025,31114,OCESN895000F0300370220,"895000",0,,
OCE1226025,31115,OCESN018160F0100119108,"18160",0,,
OCE1226025,31116,OCESN895072F0100170263,"895072",0,,
OCE1226025,31117,OCESN895070F0100170261,"895070",0,,
OCE1226025,31118,OCESN895068F0100170258,"895068",0,,
OCE1226025,31119,OCESN895054F0100170242,"895054",0,,
OCE1226025,31120,OCESN895052F0200270240,"895052",0,,
OCE1226025,31121,OCESN895064F0100170254,"895064",0,,
OCE1226025,31122,OCESN895056F0100170244,"895056",0,,
OCE1226025,31123,OCESN895058F0100170247,"895058",0,,
OCE1226025,16746,OCESN895058F0300370246,"895058",0,,
OCE1226025,16856,OCESN895062F0400470251,"895062",0,,
OCE1226025,31124,OCESN895060F0100170249,"895060",0,,
OCE1226025,31125,OCESN895050F0100170237,"895050",0,,
OCE1226025,31126,OCESN895066F0100170256,"895066",0,,
OCE1226025,31127,OCESN895052F0100170239,"895052",0,,
OCE16634,31128,OCESN883505F0300367886,"883505",1,,
OCE16634,778,OCESN883509F0200267893,"883509",1,,
OCE16634,31129,OCESN883509F0300367894,"883509",1,,
OCE16634,31130,OCESN883501F0400467879,"883501",1,,
OCE16634,31131,OCESN883503F0100167882,"883503",1,,
OCE16634,31132,OCESN883507F0100167891,"883507",1,,
OCE16634,778,OCESN018554F0200219214,"18554",0,,
OCE16634,31133,OCESN883508F0200267892,"883508",0,,
OCE16634,31134,OCESN883510F0100167896,"883510",0,,
OCE16634,18241,OCESN883502F0400467881,"883502",0,,
OCE16634,31135,OCESN883506F0100167890,"883506",0,,
OCE16634,18291,OCESN018560F0200219220,"18560",0,,
OCE16634,18269,OCESN018558F0200219219,"18558",0,,
OCE16634,31136,OCESN883502F0200267880,"883502",0,,
OCE16634,31137,OCESN018560F0100119221,"18560",0,,
OCE16634,778,OCESN018558F0300319217,"18558",0,,
OCE16634,9389,OCESN018556F0300319216,"18556",0,,
OCE16634,31138,OCESN883510F0400467895,"883510",0,,
OCE16634,31139,OCESN018558F0100119218,"18558",0,,
OCE16634,31140,OCESN018570F0100119227,"18570",0,,
OCE16634,31141,OCESN018570F0500519226,"18570",0,,
OCE16634,31142,OCESN018572F0100119229,"18572",0,,
OCE16634,9389,OCESN018572F0200219228,"18572",0,,
OCE16634,31143,OCESN018568F0100119223,"18568",0,,
OCE16634,31144,OCESN018566F0100119222,"18566",0,,
OCE16634,18291,OCESN018570F0300319224,"18570",0,,
OCE16634,31145,OCESN018556F0100119215,"18556",0,,
OCE16634,16137,OCESN018546F0400419205,"18546",0,,
OCE16634,31146,OCESN018540F0100119200,"18540",0,,
OCE16634,31147,OCESN018542F0400419202,"18542",0,,
OCE16634,269,OCESN018542F0100119203,"18542",0,,
OCE16634,474,OCESN018542F0600619204,"18542",0,,
OCE16634,778,OCESN018546F0200219206,"18546",0,,
OCE16634,31148,OCESN018552F0300319212,"18552",0,,
OCE16634,31149,OCESN018554F0100119213,"18554",0,,
OCE16634,31150,OCESN018546F0100119207,"18546",0,,
OCE16634,18269,OCESN018550F0200219208,"18550",0,,
OCE16634,31151,OCESN018550F0100119210,"18550",0,,
OCE16634,536,OCESN883504F0300367884,"883504",0,,
OCE16634,31152,OCESN883504F0400467883,"883504",0,,
OCE16634,31153,OCESN018528F0400419196,"18528",0,,
OCE16634,18291,OCESN018528F0200219195,"18528",0,,
OCE16634,31154,OCESN018526F0100119194,"18526",0,,
OCE16634,778,OCESN018506F0200219172,"18506",0,,
OCE16634,18269,OCESN018504F0200219171,"18504",0,,
OCE16634,31155,OCESN018504F0500519170,"18504",0,,
OCE16634,31156,OCESN018506F0600619173,"18506",0,,
OCE16634,31157,OCESN018512F0100119177,"18512",0,,
OCE16634,269,OCESN018506F0300319175,"18506",0,,
OCE16634,269,OCESN018500F0300319164,"18500",0,,
OCE16634,778,OCESN018500F0200219162,"18500",0,,
OCE16634,31158,OCESN018500F0600619165,"18500",0,,
OCE16634,778,OCESN018504F0300319167,"18504",0,,
OCE16634,18291,OCESN018512F0200219178,"18512",0,,
OCE16634,18291,OCESN018524F0200219189,"18524",0,,
OCE16634,31159,OCESN018524F0100119188,"18524",0,,
OCE16634,31160,OCESN018523F0100119187,"18523",0,,
OCE16634,18291,OCESN018526F0200219193,"18526",0,,
OCE16634,14178,OCESN018526F0400419192,"18526",0,,
OCE16634,31161,OCESN018524F0300319191,"18524",0,,
OCE16634,31162,OCESN018521F0100119186,"18521",0,,
OCE16634,31163,OCESN018514F0100119180,"18514",0,,
OCE16634,9389,OCESN018514F0200219182,"18514",0,,
OCE16634,269,OCESN018516F0200219185,"18516",0,,
OCE16634,31164,OCESN018516F0100119184,"18516",0,,
OCE16634,536,OCESN883505F0900967889,"883505",0,,
OCE16634,352,OCESN883505F0700767887,"883505",0,,
OCE16634,31165,OCESN883505F0500567888,"883505",0,,
OCE16634,31166,OCESN018530F0100119197,"18530",0,,
OCE16634,14178,OCESN018530F0400419198,"18530",0,,
OCE16634,18659,OCESN018530F0200219199,"18530",0,,
OCE240,31167,OCESN830419F0100153740,"830419",1,,
OCE240,31168,OCESN830413F0100153735,"830413",1,,
OCE240,31169,OCESN830417F0100153738,"830417",1,,
OCE240,31170,OCESN830401F0100153722,"830401",1,,
OCE240,31171,OCESN830499F0100153774,"830499",1,,
